snapshot_date,signal_price_date,baostock_code,symbol,stock_name,industry,close,target_snapshot_date_1m,target_price_date_1m,target_close_1m,forward_return_1m,target_snapshot_date_3m,target_price_date_3m,target_close_3m,forward_return_3m
2023-12-31,2023-12-29,sh.600809,600809.SS,山西汾酒,C15酒、饮料和精制茶制造业,207.5063333100,2024-01-31,2024-01-31,179.9683281700,-0.1327092272,2024-03-31,2024-03-29,220.4119627600,0.0621939063
2023-12-31,2023-12-29,sh.600837,600837.SS,海通证券,Unknown,9.2389980300,2024-01-31,2024-01-31,8.6671070100,-0.0618996798,2024-03-31,2024-03-29,8.5783653000,-0.0715048026
2023-12-31,2023-12-29,sh.600845,600845.SS,宝信软件,I65软件和信息技术服务业,38.3946688000,2024-01-31,2024-01-31,32.2578160000,-0.1598360656,2024-03-31,2024-03-29,29.8581492000,-0.2223360656
2023-12-31,2023-12-29,sh.600875,600875.SS,东方电气,C34通用设备制造业,13.6493197200,2024-01-31,2024-01-31,13.3972461000,-0.0184678523,2024-03-31,2024-03-29,14.7042945000,0.0772913817
2023-12-31,2023-12-29,sh.600886,600886.SS,国投电力,D44电力、热力生产和供应业,11.9957374600,2024-01-31,2024-01-31,12.7511594700,0.0629742033,2024-03-31,2024-03-29,13.6977123500,0.1418816388
2023-12-31,2023-12-29,sh.600887,600887.SS,伊利股份,C14食品制造业,23.3658040000,2024-01-31,2024-01-31,23.6627899200,0.0127102804,2024-03-31,2024-03-29,24.3703152000,0.0429906542
2023-12-31,2023-12-29,sh.600893,600893.SS,航发动力,C37铁路、船舶、航空航天和其他运输设备制造业,37.0472432400,2024-01-31,2024-01-31,31.1700321000,-0.1586409845,2024-03-31,2024-03-29,33.6576880800,-0.0914927769
2023-12-31,2023-12-29,sh.600900,600900.SS,长江电力,D44电力、热力生产和供应业,21.2305074600,2024-01-31,2024-01-31,22.1947036000,0.0454155955,2024-03-31,2024-03-29,22.6768016700,0.0681233933
2023-12-31,2023-12-29,sh.600905,600905.SS,三峡能源,D44电力、热力生产和供应业,4.1832043500,2024-01-31,2024-01-31,4.2406396500,0.0137299771,2024-03-31,2024-03-29,4.4895259500,0.0732265446
2023-12-31,2023-12-29,sh.600918,600918.SS,中泰证券,J67资本市场服务,6.7296462800,2024-01-31,2024-01-31,6.4059169400,-0.0481049563,2024-03-31,2024-03-29,6.5334466800,-0.0291545190
2023-12-31,2023-12-29,sh.600919,600919.SS,江苏银行,J66货币金融服务,5.6712066600,2024-01-31,2024-01-31,6.2052664800,0.0941704036,2024-03-31,2024-03-29,6.6969406000,0.1808669656
2023-12-31,2023-12-29,sh.600926,600926.SS,杭州银行,J66货币金融服务,8.8418330000,2024-01-31,2024-01-31,9.6368030000,0.0899100899,2024-03-31,2024-03-29,9.8134630000,0.1098901099
2023-12-31,2023-12-29,sh.600938,600938.SS,中国海油,B07石油和天然气开采业,18.8376445800,2024-01-31,2024-01-31,20.6073231600,0.0939437291,2024-03-31,2024-03-29,26.2577182200,0.3938960420
2023-12-31,2023-12-29,sh.600941,600941.SS,中国移动,I63电信、广播电视和卫星传输服务,89.1654162000,2024-01-31,2024-01-31,91.8095454500,0.0296542018,2024-03-31,2024-03-29,94.7942744000,0.0631282670
2023-12-31,2023-12-29,sh.600958,600958.SS,东方证券,J67资本市场服务,8.1241818000,2024-01-31,2024-01-31,7.7226417800,-0.0494252874,2024-03-31,2024-03-29,7.7039655000,-0.0517241379
2023-12-31,2023-12-29,sh.600989,600989.SS,宝丰能源,C26化学原料和化学制品制造业,13.4884514100,2024-01-31,2024-01-31,12.1825282200,-0.0968178741,2024-03-31,2024-03-29,14.9313595500,0.1069735951
2023-12-31,2023-12-29,sh.600999,600999.SS,招商证券,J67资本市场服务,12.6599660000,2024-01-31,2024-01-31,12.4093655000,-0.0197947214,2024-03-31,2024-03-29,12.9569740000,0.0234604106
2023-12-31,2023-12-29,sh.601006,601006.SS,大秦铁路,G53铁路运输业,6.2786266200,2024-01-31,2024-01-31,6.5050403400,0.0360610264,2024-03-31,2024-03-29,6.4092499200,0.0208044383
2023-12-31,2023-12-29,sh.601009,601009.SS,南京银行,J66货币金融服务,6.3318481200,2024-01-31,2024-01-31,7.1211842000,0.1246612466,2024-03-31,2024-03-29,7.6874470400,0.2140921409
2023-12-31,2023-12-29,sh.601012,601012.SS,隆基绿能,C38电气机械和器材制造业,22.6254519000,2024-01-31,2024-01-31,19.1180128500,-0.1550218341,2024-03-31,2024-03-29,19.2760946100,-0.1480349345
2023-12-31,2023-12-29,sh.601021,601021.SS,春秋航空,G56航空运输业,47.9030990000,2024-01-31,2024-01-31,49.9547257500,0.0428286853,2024-03-31,2024-03-29,52.8079183000,0.1023904382
2023-12-31,2023-12-29,sh.601059,601059.SS,信达证券,J67资本市场服务,17.7573893000,2024-01-31,2024-01-31,15.0232054000,-0.1539744302,2024-03-31,2024-03-29,14.9639812000,-0.1573096165
2023-12-31,2023-12-29,sh.601066,601066.SS,中信建投,J67资本市场服务,22.8467348200,2024-01-31,2024-01-31,21.5914197200,-0.0549450549,2024-03-31,2024-03-29,21.1762001100,-0.0731191885
2023-12-31,2023-12-29,sh.601088,601088.SS,中国神华,B06煤炭开采和洗选业,26.8349416500,2024-01-31,2024-01-31,31.7739404800,0.1840510367,2024-03-31,2024-03-29,33.4602191100,0.2468899522
2023-12-31,2023-12-29,sh.601100,601100.SS,恒立液压,C34通用设备制造业,52.8812467200,2024-01-31,2024-01-31,47.1559910400,-0.1082662765,2024-03-31,2024-03-29,48.4809235200,-0.0832114119
2023-12-31,2023-12-29,sh.601111,601111.SS,中国国航,G56航空运输业,7.3400000000,2024-01-31,2024-01-31,7.1100000000,-0.0313351499,2024-03-31,2024-03-29,7.3000000000,-0.0054495913
2023-12-31,2023-12-29,sh.601117,601117.SS,中国化学,E48土木工程建筑业,5.9081665200,2024-01-31,2024-01-31,5.9453248000,0.0062893082,2024-03-31,2024-03-29,6.2704597500,0.0613207547
2023-12-31,2023-12-29,sh.601138,601138.SS,工业富联,C39计算机、通信和其他电子设备制造业,14.1841324800,2024-01-31,2024-01-31,12.4861642400,-0.1197089947,2024-03-31,2024-03-29,21.3606280800,0.5059523810
2023-12-31,2023-12-29,sh.601155,601155.SS,新城控股,K70房地产业,11.4100000000,2024-01-31,2024-01-31,9.8400000000,-0.1375985977,2024-03-31,2024-03-29,9.4900000000,-0.1682734443
2023-12-31,2023-12-29,sh.601166,601166.SS,兴业银行,J66货币金融服务,13.7591452600,2024-01-31,2024-01-31,13.3517183800,-0.0296113510,2024-03-31,2024-03-29,13.3941586800,-0.0265268353
2023-12-31,2023-12-29,sh.601169,601169.SS,北京银行,J66货币金融服务,3.8551341900,2024-01-31,2024-01-31,4.3402173000,0.1258278146,2024-03-31,2024-03-29,4.8167901800,0.2494481236
2023-12-31,2023-12-29,sh.601186,601186.SS,中国铁建,E48土木工程建筑业,6.7186102600,2024-01-31,2024-01-31,7.5926476000,0.1300919842,2024-03-31,2024-03-29,7.5661616200,0.1261498029
2023-12-31,2023-12-29,sh.601211,601211.SS,国泰君安,J67资本市场服务,13.7692526400,2024-01-31,2024-01-31,13.5194073300,-0.0181451613,2024-03-31,2024-03-29,12.8346461100,-0.0678763441
2023-12-31,2023-12-29,sh.601225,601225.SS,陕西煤业,B06煤炭开采和洗选业,17.7855788800,2024-01-31,2024-01-31,20.5866585600,0.1574916228,2024-03-31,2024-03-29,21.3614252800,0.2010531355
2023-12-31,2023-12-29,sh.601229,601229.SS,上海银行,J66货币金融服务,5.0179939500,2024-01-31,2024-01-31,5.3794240000,0.0720268007,2024-03-31,2024-03-29,5.6483952000,0.1256281407
2023-12-31,2023-12-29,sh.601236,601236.SS,红塔证券,J67资本市场服务,7.1750471100,2024-01-31,2024-01-31,6.9198082800,-0.0355731225,2024-03-31,2024-03-29,6.7496490600,-0.0592885375
2023-12-31,2023-12-29,sh.601238,601238.SS,广汽集团,C36汽车制造业,8.5910825000,2024-01-31,2024-01-31,8.0510716000,-0.0628571429,2024-03-31,2024-03-29,8.6401744000,0.0057142857
2023-12-31,2023-12-29,sh.601288,601288.SS,农业银行,J66货币金融服务,3.1889130000,2024-01-31,2024-01-31,3.4079317500,0.0686813187,2024-03-31,2024-03-29,3.7057972500,0.1620879121
2023-12-31,2023-12-29,sh.601318,601318.SS,中国平安,J68保险业,35.3984722000,2024-01-31,2024-01-31,35.5829307400,0.0052109181,2024-03-31,2024-03-29,35.8464429400,0.0126550868
2023-12-31,2023-12-29,sh.601319,601319.SS,中国人保,J68保险业,4.4718647600,2024-01-31,2024-01-31,4.7120889000,0.0537190083,2024-03-31,2024-03-29,4.8044828000,0.0743801653
2023-12-31,2023-12-29,sh.601328,601328.SS,交通银行,J66货币金融服务,4.9519209600,2024-01-31,2024-01-31,5.1762240000,0.0452961672,2024-03-31,2024-03-29,5.4695433600,0.1045296167
2023-12-31,2023-12-29,sh.601336,601336.SS,新华保险,J68保险业,27.7613915700,2024-01-31,2024-01-31,27.2887434000,-0.0170253774,2024-03-31,2024-03-29,26.5931479800,-0.0420815933
2023-12-31,2023-12-29,sh.601360,601360.SS,三六零,I64互联网和相关服务,8.6435723100,2024-01-31,2024-01-31,6.5522307300,-0.2419533851,2024-03-31,2024-03-29,8.3653663200,-0.0321864595
2023-12-31,2023-12-29,sh.601377,601377.SS,兴业证券,J67资本市场服务,5.5161505300,2024-01-31,2024-01-31,5.1214685500,-0.0715502555,2024-03-31,2024-03-29,5.1120713600,-0.0732538330
2023-12-31,2023-12-29,sh.601390,601390.SS,中国中铁,E48土木工程建筑业,5.1411327200,2024-01-31,2024-01-31,5.7113639900,0.1109154930,2024-03-31,2024-03-29,6.3449542900,0.2341549296
2023-12-31,2023-12-29,sh.601398,601398.SS,工商银行,J66货币金融服务,4.1841347600,2024-01-31,2024-01-31,4.5255181400,0.0815899582,2024-03-31,2024-03-29,4.6218057600,0.1046025105
2023-12-31,2023-12-29,sh.601600,601600.SS,中国铝业,C32有色金属冶炼和压延加工业,5.2579746000,2024-01-31,2024-01-31,5.3045878500,0.0088652482,2024-03-31,2024-03-29,6.8987610000,0.3120567376
2023-12-31,2023-12-29,sh.601601,601601.SS,中国太保,J68保险业,21.4404522600,2024-01-31,2024-01-31,22.4141986200,0.0454163162,2024-03-31,2024-03-29,20.7371910000,-0.0328006728
2023-12-31,2023-12-29,sh.601607,601607.SS,上海医药,F52零售业,15.6364602800,2024-01-31,2024-01-31,15.8420802000,0.0131500299,2024-03-31,2024-03-29,15.8233874800,0.0119545726
2023-12-31,2023-12-29,sh.601615,601615.SS,明阳智能,C34通用设备制造业,11.6396530800,2024-01-31,2024-01-31,8.3538180000,-0.2822966507,2024-03-31,2024-03-29,8.7343808200,-0.2496012759
2023-12-31,2023-12-29,sh.601618,601618.SS,中国中冶,E48土木工程建筑业,2.9328845400,2024-01-31,2024-01-31,3.1054071600,0.0588235294,2024-03-31,2024-03-29,3.2204222400,0.0980392157
2023-12-31,2023-12-29,sh.601628,601628.SS,中国人寿,J68保险业,26.9184667500,2024-01-31,2024-01-31,27.2887737000,0.0137566138,2024-03-31,2024-03-29,27.0608925000,0.0052910053
2023-12-31,2023-12-29,sh.601633,601633.SS,长城汽车,C36汽车制造业,23.8540848000,2024-01-31,2024-01-31,19.3235112000,-0.1899286281,2024-03-31,2024-03-29,21.6029856000,-0.0943695480
2023-12-31,2023-12-29,sh.601658,601658.SS,邮储银行,J66货币金融服务,3.7725810000,2024-01-31,2024-01-31,4.1021398000,0.0873563218,2024-03-31,2024-03-29,4.1194850000,0.0919540230
2023-12-31,2023-12-29,sh.601668,601668.SS,中国建筑,E48土木工程建筑业,4.1194908300,2024-01-31,2024-01-31,4.4021170200,0.0686070686,2024-03-31,2024-03-29,4.4877613200,0.0893970894
2023-12-31,2023-12-29,sh.601669,601669.SS,中国电建,E48土木工程建筑业,4.5344383200,2024-01-31,2024-01-31,4.6642586400,0.0286298569,2024-03-31,2024-03-29,4.6086213600,0.0163599182
2023-12-31,2023-12-29,sh.601688,601688.SS,华泰证券,J67资本市场服务,12.7734709500,2024-01-31,2024-01-31,12.5811821400,-0.0150537634,2024-03-31,2024-03-29,12.8558804400,0.0064516129
2023-12-31,2023-12-29,sh.601689,601689.SS,拓普集团,C36汽车制造业,49.3185735000,2024-01-31,2024-01-31,32.7045887400,-0.3368707483,2024-03-31,2024-03-29,42.4005531900,-0.1402721088
2023-12-31,2023-12-29,sh.601698,601698.SS,中国卫通,I63电信、广播电视和卫星传输服务,17.2418159100,2024-01-31,2024-01-31,14.2337116900,-0.1744656268,2024-03-31,2024-03-29,15.9369760000,-0.0756787984
2023-12-31,2023-12-29,sh.601699,601699.SS,潞安环能,B06煤炭开采和洗选业,19.2892353500,2024-01-31,2024-01-31,20.8651245000,0.0816978549,2024-03-31,2024-03-29,18.2151656500,-0.0556823368
2023-12-31,2023-12-29,sh.601728,601728.SS,中国电信,I63电信、广播电视和卫星传输服务,4.9266056800,2024-01-31,2024-01-31,5.2362260000,0.0628465804,2024-03-31,2024-03-29,5.5367398400,0.1238447320
2023-12-31,2023-12-29,sh.601766,601766.SS,中国中车,C37铁路、船舶、航空航天和其他运输设备制造业,4.8099596600,2024-01-31,2024-01-31,5.2031692900,0.0817490494,2024-03-31,2024-03-29,6.2364876200,0.2965779468
2023-12-31,2023-12-29,sh.601788,601788.SS,光大证券,J67资本市场服务,14.6992692000,2024-01-31,2024-01-31,14.9089864000,0.0142671855,2024-03-31,2024-03-29,15.5858010000,0.0603112840
2023-12-31,2023-12-29,sh.601799,601799.SS,星宇股份,C36汽车制造业,126.5990293400,2024-01-31,2024-01-31,122.3407598000,-0.0336358783,2024-03-31,2024-03-29,135.2410956400,0.0682632904
2023-12-31,2023-12-29,sh.601800,601800.SS,中国交建,E48土木工程建筑业,6.9114476000,2024-01-31,2024-01-31,7.9572587500,0.1513157895,2024-03-31,2024-03-29,7.8390366200,0.1342105263
2023-12-31,2023-12-29,sh.601808,601808.SS,中海油服,B11开采专业及辅助性活动,13.8779326600,2024-01-31,2024-01-31,14.5898649100,0.0512995896,2024-03-31,2024-03-29,18.0546018600,0.3009575923
2023-12-31,2023-12-29,sh.601816,601816.SS,京沪高铁,G53铁路运输业,4.5890611200,2024-01-31,2024-01-31,4.6356979200,0.0101626016,2024-03-31,2024-03-29,4.6823347200,0.0203252033
2023-12-31,2023-12-29,sh.601818,601818.SS,光大银行,J66货币金融服务,2.4944524000,2024-01-31,2024-01-31,2.7094914000,0.0862068966,2024-03-31,2024-03-29,2.6836867200,0.0758620690
2023-12-31,2023-12-29,sh.601838,601838.SS,成都银行,J66货币金融服务,9.6315225000,2024-01-31,2024-01-31,10.7178487500,0.1127886323,2024-03-31,2024-03-29,11.6331000000,0.2078152753
2023-12-31,2023-12-29,sh.601857,601857.SS,中国石油,B07石油和天然气开采业,6.1814041800,2024-01-31,2024-01-31,7.3196230800,0.1841359773,2024-03-31,2024-03-29,8.6504636400,0.3994334278
2023-12-31,2023-12-29,sh.601865,601865.SS,福莱特,C30非金属矿物制品业,25.6415853000,2024-01-31,2024-01-31,19.6009271900,-0.2355805243,2024-03-31,2024-03-29,27.3606279100,0.0670411985
2023-12-31,2023-12-29,sh.601868,601868.SS,中国能建,E48土木工程建筑业,2.0135976000,2024-01-31,2024-01-31,2.0231861600,0.0047619048,2024-03-31,2024-03-29,2.0327747200,0.0095238095
2023-12-31,2023-12-29,sh.601872,601872.SS,招商轮船,G55水上运输业,5.3576443200,2024-01-31,2024-01-31,5.9499009200,0.1105442177,2024-03-31,2024-03-29,7.2528654400,0.3537414966
2023-12-31,2023-12-29,sh.601877,601877.SS,正泰电器,C38电气机械和器材制造业,19.9284557400,2024-01-31,2024-01-31,17.2694753600,-0.1334263133,2024-03-31,2024-03-29,18.7055100600,-0.0613668061
2023-12-31,2023-12-29,sh.601878,601878.SS,浙商证券,J67资本市场服务,9.9883207900,2024-01-31,2024-01-31,9.2413514500,-0.0747842761,2024-03-31,2024-03-29,10.8406319600,0.0853307766
2023-12-31,2023-12-29,sh.601881,601881.SS,中国银河,J67资本市场服务,11.3136124500,2024-01-31,2024-01-31,10.9192790700,-0.0348547718,2024-03-31,2024-03-29,11.2478902200,-0.0058091286
2023-12-31,2023-12-29,sh.601888,601888.SS,中国中免,L72商务服务业,79.3675788800,2024-01-31,2024-01-31,75.6879731200,-0.0463615725,2024-03-31,2024-03-29,81.0082278400,0.0206715259
2023-12-31,2023-12-29,sh.601898,601898.SS,中煤能源,B06煤炭开采和洗选业,8.7039456000,2024-01-31,2024-01-31,10.9225984000,0.2549019608,2024-03-31,2024-03-29,10.2758656000,0.1805985552
2023-12-31,2023-12-29,sh.601899,601899.SS,紫金矿业,B09有色金属矿采选业,11.6502246000,2024-01-31,2024-01-31,11.2575204000,-0.0337078652,2024-03-31,2024-03-29,15.7268682000,0.3499197432
2023-12-31,2023-12-29,sh.601901,601901.SS,方正证券,J67资本市场服务,7.7862340400,2024-01-31,2024-01-31,6.6849552800,-0.1414392060,2024-03-31,2024-03-29,7.9021581200,0.0148883375
2023-12-31,2023-12-29,sh.601916,601916.SS,浙商银行,J66货币金融服务,2.1748179600,2024-01-31,2024-01-31,2.3215318700,0.0674603175,2024-03-31,2024-03-29,2.5804387700,0.1865079365
2023-12-31,2023-12-29,sh.601919,601919.SS,中远海控,G55水上运输业,7.9525400200,2024-01-31,2024-01-31,8.2596840500,0.0386221294,2024-03-31,2024-03-29,8.5917316500,0.0803757829
2023-12-31,2023-12-29,sh.601939,601939.SS,建设银行,J66货币金融服务,5.6574829500,2024-01-31,2024-01-31,5.9616487000,0.0537634409,2024-03-31,2024-03-29,5.9703391500,0.0552995392
2023-12-31,2023-12-29,sh.601985,601985.SS,中国核电,D44电力、热力生产和供应业,7.0873575000,2024-01-31,2024-01-31,7.8338924900,0.1053333333,2024-03-31,2024-03-29,8.6843753900,0.2253333333
2023-12-31,2023-12-29,sh.601988,601988.SS,中国银行,J66货币金融服务,3.4889158500,2024-01-31,2024-01-31,3.7774728000,0.0827067669,2024-03-31,2024-03-29,3.8474260000,0.1027568922
2023-12-31,2023-12-29,sh.601989,601989.SS,中国重工,Unknown,4.1043403100,2024-01-31,2024-01-31,4.1639675300,0.0145278450,2024-03-31,2024-03-29,4.6310474200,0.1283292978
2023-12-31,2023-12-29,sh.601995,601995.SS,中金公司,J67资本市场服务,37.2661700000,2024-01-31,2024-01-31,31.6542080000,-0.1505913272,2024-03-31,2024-03-29,31.5464740000,-0.1534822602
2023-12-31,2023-12-29,sh.601998,601998.SS,中信银行,J66货币金融服务,4.5843034200,2024-01-31,2024-01-31,5.4249034800,0.1833648393,2024-03-31,2024-03-29,5.4075715200,0.1795841210
2023-12-31,2023-12-29,sh.603019,603019.SS,中科曙光,C39计算机、通信和其他电子设备制造业,38.9515933400,2024-01-31,2024-01-31,30.9225741000,-0.2061281337,2024-03-31,2024-03-29,47.0989765000,0.2091668777
2023-12-31,2023-12-29,sh.603195,603195.SS,公牛集团,C38电气机械和器材制造业,42.4082448500,2024-01-31,2024-01-31,41.1934137900,-0.0286461056,2024-03-31,2024-03-29,45.7778492500,0.0794563513
2023-12-31,2023-12-29,sh.603259,603259.SS,药明康德,M73研究和试验发展,67.9405231200,2024-01-31,2024-01-31,50.6099004000,-0.2550852117,2024-03-31,2024-03-29,43.1211291600,-0.3653106102
2023-12-31,2023-12-29,sh.603260,603260.SS,合盛硅业,C26化学原料和化学制品制造业,49.8317430000,2024-01-31,2024-01-31,42.7966734000,-0.1411764706,2024-03-31,2024-03-29,48.1218302500,-0.0343137255
2023-12-31,2023-12-29,sh.603288,603288.SS,海天味业,C14食品制造业,35.1902380500,2024-01-31,2024-01-31,31.4625764700,-0.1059288538,2024-03-31,2024-03-29,36.5440653900,0.0384716733
2023-12-31,2023-12-29,sh.603290,603290.SS,斯达半导,C39计算机、通信和其他电子设备制造业,126.1376330000,2024-01-31,2024-01-31,88.7841682000,-0.2961325967,2024-03-31,2024-03-29,99.7741708100,-0.2090055249
2023-12-31,2023-12-29,sh.603369,603369.SS,今世缘,C15酒、饮料和精制茶制造业,44.6075662500,2024-01-31,2024-01-31,40.4533436700,-0.0931282051,2024-03-31,2024-03-29,53.6846340900,0.2034871795
2023-12-31,2023-12-29,sh.603392,603392.SS,万泰生物,C27医药制造业,74.7770392600,2024-01-31,2024-01-31,53.7363549800,-0.2813789432,2024-03-31,2024-03-29,67.3222272800,-0.0996938640
2023-12-31,2023-12-29,sh.603486,603486.SS,科沃斯,C39计算机、通信和其他电子设备制造业,40.1225809600,2024-01-31,2024-01-31,30.9536417300,-0.2285231660,2024-03-31,2024-03-29,34.5069687600,-0.1399613900
2023-12-31,2023-12-29,sh.603501,603501.SS,韦尔股份,C39计算机、通信和其他电子设备制造业,105.6657359400,2024-01-31,2024-01-31,85.4059575000,-0.1917346078,2024-03-31,2024-03-29,97.4469597400,-0.0777809015
2023-12-31,2023-12-29,sh.603659,603659.SS,璞泰来,C39计算机、通信和其他电子设备制造业,20.4071476700,2024-01-31,2024-01-31,16.0488127400,-0.2135690397,2024-03-31,2024-03-29,18.7983663200,-0.0788342093
2023-12-31,2023-12-29,sh.603799,603799.SS,华友钴业,C32有色金属冶炼和压延加工业,30.9286133900,2024-01-31,2024-01-31,23.4054371600,-0.2432432432,2024-03-31,2024-03-29,25.4717277600,-0.1764348618
2023-12-31,2023-12-29,sh.603806,603806.SS,福斯特,C29橡胶和塑料制品业,16.6499966400,2024-01-31,2024-01-31,15.5935073600,-0.0634528224,2024-03-31,2024-03-29,19.4901691200,0.1705809642
2023-12-31,2023-12-29,sh.603833,603833.SS,欧派家居,C21家具制造业,59.2367178000,2024-01-31,2024-01-31,52.1225250000,-0.1200976871,2024-03-31,2024-03-29,54.3606024000,-0.0823157592
2023-12-31,2023-12-29,sh.603899,603899.SS,晨光股份,C24文教、工美、体育和娱乐用品制造业,33.9696826000,2024-01-31,2024-01-31,27.7185372800,-0.1840213049,2024-03-31,2024-03-29,32.5493789600,-0.0418109188
2023-12-31,2023-12-29,sh.603986,603986.SS,兆易创新,C39计算机、通信和其他电子设备制造业,91.9963262100,2024-01-31,2024-01-31,62.2336875000,-0.3235198615,2024-03-31,2024-03-29,71.5637619300,-0.2221019591
2023-12-31,2023-12-29,sh.603993,603993.SS,洛阳钼业,B09有色金属矿采选业,4.8868092000,2024-01-31,2024-01-31,5.0465702700,0.0326923077,2024-03-31,2024-03-29,7.8188947200,0.6000000000
2023-12-31,2023-12-29,sh.605117,605117.SS,德业股份,C38电气机械和器材制造业,27.9141173000,2024-01-31,2024-01-31,22.4810119900,-0.1946364720,2024-03-31,2024-03-29,29.9502841400,0.0729439809
2023-12-31,2023-12-29,sh.605499,605499.SS,东鹏饮料,C15酒、饮料和精制茶制造业,102.6613274700,2024-01-31,2024-01-31,91.5013869900,-0.1087063723,2024-03-31,2024-03-29,105.0350648100,0.0231220207
2023-12-31,2023-12-29,sh.688008,688008.SS,澜起科技,C39计算机、通信和其他电子设备制造业,57.9356559600,2024-01-31,2024-01-31,44.5658892000,-0.2307692308,2024-03-31,2024-03-29,45.3053674500,-0.2180054459
2023-12-31,2023-12-29,sh.688012,688012.SS,中微公司,C35专用设备制造业,102.6032640000,2024-01-31,2024-01-31,76.1909394000,-0.2574218750,2024-03-31,2024-03-29,99.7309070000,-0.0279947917
2023-12-31,2023-12-29,sh.688036,688036.SS,传音控股,C39计算机、通信和其他电子设备制造业,89.6330992000,2024-01-31,2024-01-31,88.4997327000,-0.0126445087,2024-03-31,2024-03-29,108.9780462600,0.2158236994
2023-12-31,2023-12-29,sh.688041,688041.SS,海光信息,C39计算机、通信和其他电子设备制造业,70.7329186200,2024-01-31,2024-01-31,66.0393141300,-0.0663567202,2024-03-31,2024-03-29,76.9910579400,0.0884756269
2023-12-31,2023-12-29,sh.688065,688065.SS,凯赛生物,C28化学纤维制造业,53.7131508400,2024-01-31,2024-01-31,42.8591474600,-0.2020734813,2024-03-31,2024-03-29,43.1229261200,-0.1971626046
2023-12-31,2023-12-29,sh.688111,688111.SS,金山办公,I65软件和信息技术服务业,312.1975404000,2024-01-31,2024-01-31,211.5084032400,-0.3225173941,2024-03-31,2024-03-29,287.3165220000,-0.0796963947
2023-12-31,2023-12-29,sh.688126,688126.SS,沪硅产业,C39计算机、通信和其他电子设备制造业,17.2742752000,2024-01-31,2024-01-31,14.1525384000,-0.1807159353,2024-03-31,2024-03-29,13.2050464000,-0.2355658199
2023-12-31,2023-12-29,sh.688187,688187.SS,时代电气,C37铁路、船舶、航空航天和其他运输设备制造业,34.2581727600,2024-01-31,2024-01-31,31.4009676000,-0.0834021470,2024-03-31,2024-03-29,44.7911700000,0.3074593999
2023-12-31,2023-12-29,sh.688223,688223.SS,晶科能源,C38电气机械和器材制造业,8.6314917400,2024-01-31,2024-01-31,7.7352194600,-0.1038374718,2024-03-31,2024-03-29,8.0664505200,-0.0654627540
2023-12-31,2023-12-29,sh.688256,688256.SS,寒武纪,I65软件和信息技术服务业,90.5041760000,2024-01-31,2024-01-31,73.7660000000,-0.1849436870,2024-03-31,2024-03-29,116.3222760000,0.2852697095
2023-12-31,2023-12-29,sh.688271,688271.SS,联影医疗,C35专用设备制造业,136.1377943400,2024-01-31,2024-01-31,134.0213539200,-0.0155463105,2024-03-31,2024-03-29,128.9736932000,-0.0526238961
2023-12-31,2023-12-29,sh.688303,688303.SS,大全能源,C38电气机械和器材制造业,29.1120494100,2024-01-31,2024-01-31,25.7843954700,-0.1143050389,2024-03-31,2024-03-29,26.5818510000,-0.0869124112
2023-12-31,2023-12-29,sh.688363,688363.SS,华熙生物,C26化学原料和化学制品制造业,66.0410357400,2024-01-31,2024-01-31,55.1082003000,-0.1655460929,2024-03-31,2024-03-29,55.4239500600,-0.1607649783
2023-12-31,2023-12-29,sh.688396,688396.SS,华润微,C39计算机、通信和其他电子设备制造业,44.4570757200,2024-01-31,2024-01-31,37.6427779200,-0.1532781383,2024-03-31,2024-03-29,38.7569404800,-0.1282166033
2023-12-31,2023-12-29,sh.688561,688561.SS,奇安信,I65软件和信息技术服务业,40.0900000000,2024-01-31,2024-01-31,29.7400000000,-0.2581691195,2024-03-31,2024-03-29,31.5000000000,-0.2142678972
2023-12-31,2023-12-29,sh.688599,688599.SS,天合光能,C38电气机械和器材制造业,27.6087377700,2024-01-31,2024-01-31,22.3540779000,-0.1903259727,2024-03-31,2024-03-29,23.0314742000,-0.1657903961
2023-12-31,2023-12-29,sh.688981,688981.SS,中芯国际,C39计算机、通信和其他电子设备制造业,53.0200000000,2024-01-31,2024-01-31,43.2900000000,-0.1835156545,2024-03-31,2024-03-29,43.6600000000,-0.1765371558
2023-12-31,2023-12-29,sz.000001,000001.SZ,平安银行,J66货币金融服务,7.8839285100,2024-01-31,2024-01-31,7.9427011400,0.0074547391,2024-03-31,2024-03-29,8.8326866800,0.1203407881
2023-12-31,2023-12-29,sz.000002,000002.SZ,万科A,K70房地产业,10.4600000000,2024-01-31,2024-01-31,9.6000000000,-0.0822179732,2024-03-31,2024-03-29,9.0000000000,-0.1395793499
2023-12-31,2023-12-29,sz.000063,000063.SZ,中兴通讯,C39计算机、通信和其他电子设备制造业,25.0468759200,2024-01-31,2024-01-31,20.7715028400,-0.1706948640,2024-03-31,2024-03-29,26.4751532100,0.0570241692
2023-12-31,2023-12-29,sz.000069,000069.SZ,华侨城A,K70房地产业,3.1100000000,2024-01-31,2024-01-31,2.9500000000,-0.0514469453,2024-03-31,2024-03-29,2.6900000000,-0.1350482315
2023-12-31,2023-12-29,sz.000100,000100.SZ,TCL科技,C39计算机、通信和其他电子设备制造业,4.0943224000,2024-01-31,2024-01-31,3.8562804000,-0.0581395349,2024-03-31,2024-03-29,4.4466245600,0.0860465116
