snapshot_date,component_column,component_name,model_ready,weight_method,number_of_training_periods,training_start_date,training_end_date,weighted_mean_ic,weighted_ic_std,positive_ic_rate_percent,raw_strength,target_weight,smoothed_weight,lookahead_violation
2020-02-29,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,7,2019-08-31,2020-02-29,-0.0199840797,0.0833817903,42.8571428571,0.0000000000,0.0000000000,0.0000000000,0
2020-02-29,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,7,2019-08-31,2020-02-29,-0.0267661340,0.0614669475,28.5714285714,0.0000000000,0.0000000000,0.0000000000,0
2020-02-29,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,1,2020-02-29,2020-02-29,0.0464623095,0.0000000000,100.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-02-29,value_component,Value,0,INSUFFICIENT_HISTORY,7,2019-08-31,2020-02-29,-0.0189003592,0.1243491608,42.8571428571,0.0000000000,0.0000000000,0.0000000000,0
2020-02-29,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,7,2019-08-31,2020-02-29,0.0235624811,0.0835497011,57.1428571429,0.0000000000,0.0000000000,0.0000000000,0
2020-03-31,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,8,2019-08-31,2020-03-31,-0.0039415085,0.0856589181,50.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-03-31,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,8,2019-08-31,2020-03-31,0.0068255794,0.0975517587,37.5000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-03-31,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,2,2020-02-29,2020-03-31,0.0374602478,0.0087457905,100.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-03-31,value_component,Value,0,INSUFFICIENT_HISTORY,8,2019-08-31,2020-03-31,-0.0155360832,0.1148072858,50.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-03-31,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,8,2019-08-31,2020-03-31,-0.0066077370,0.1049419255,50.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-04-30,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,9,2019-08-31,2020-04-30,-0.0111862907,0.0815366964,44.4444444444,0.0000000000,0.0000000000,0.0000000000,0
2020-04-30,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,9,2019-08-31,2020-04-30,-0.0297246194,0.1285000686,33.3333333333,0.0000000000,0.0000000000,0.0000000000,0
2020-04-30,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,3,2020-02-29,2020-04-30,0.1232374154,0.1164012770,100.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-04-30,value_component,Value,0,INSUFFICIENT_HISTORY,9,2019-08-31,2020-04-30,-0.0397262538,0.1224637676,44.4444444444,0.0000000000,0.0000000000,0.0000000000,0
2020-04-30,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,9,2019-08-31,2020-04-30,-0.0202858542,0.1032104283,44.4444444444,0.0000000000,0.0000000000,0.0000000000,0
2020-05-31,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,10,2019-08-31,2020-05-31,-0.0061727736,0.0772604614,50.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-05-31,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,10,2019-08-31,2020-05-31,-0.0271227045,0.1201924917,30.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-05-31,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,4,2020-02-29,2020-05-31,0.0912530604,0.1122508936,100.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-05-31,value_component,Value,0,INSUFFICIENT_HISTORY,10,2019-08-31,2020-05-31,-0.0551530270,0.1212495711,40.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-05-31,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,10,2019-08-31,2020-05-31,-0.0310617747,0.1004063883,40.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-06-30,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,11,2019-08-31,2020-06-30,-0.0039263092,0.0727599225,54.5454545455,0.0000000000,0.0000000000,0.0000000000,0
2020-06-30,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,11,2019-08-31,2020-06-30,-0.0329345448,0.1138917993,27.2727272727,0.0000000000,0.0000000000,0.0000000000,0
2020-06-30,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,5,2020-02-29,2020-06-30,0.0998657197,0.1001916440,100.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-06-30,value_component,Value,0,INSUFFICIENT_HISTORY,11,2019-08-31,2020-06-30,-0.0565079646,0.1138438078,36.3636363636,0.0000000000,0.0000000000,0.0000000000,0
2020-06-30,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,11,2019-08-31,2020-06-30,-0.0250136130,0.0956460191,45.4545454545,0.0000000000,0.0000000000,0.0000000000,0
2020-07-31,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,12,2019-08-31,2020-07-31,0.0029999642,0.0712681350,58.3333333333,0.0000000000,0.0000000000,0.0000000000,0
2020-07-31,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,12,2019-08-31,2020-07-31,-0.0308855764,0.1074639165,25.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-07-31,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,6,2020-02-29,2020-07-31,0.0865361494,0.0941504082,100.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-07-31,value_component,Value,0,INSUFFICIENT_HISTORY,12,2019-08-31,2020-07-31,-0.0597469139,0.1076501541,33.3333333333,0.0000000000,0.0000000000,0.0000000000,0
2020-07-31,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,12,2019-08-31,2020-07-31,-0.0258623925,0.0901496804,41.6666666667,0.0000000000,0.0000000000,0.0000000000,0
2020-08-31,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,13,2019-08-31,2020-08-31,0.0201812312,0.0837942873,61.5384615385,0.0000000000,0.0000000000,0.0000000000,0
2020-08-31,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,13,2019-08-31,2020-08-31,-0.0152267400,0.1112781477,30.7692307692,0.0000000000,0.0000000000,0.0000000000,0
2020-08-31,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,7,2020-02-29,2020-08-31,0.0723286950,0.0914473694,100.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-08-31,value_component,Value,0,INSUFFICIENT_HISTORY,13,2019-08-31,2020-08-31,-0.0418501286,0.1142369421,38.4615384615,0.0000000000,0.0000000000,0.0000000000,0
2020-08-31,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,13,2019-08-31,2020-08-31,-0.0110744515,0.0954043854,46.1538461538,0.0000000000,0.0000000000,0.0000000000,0
2020-09-30,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,14,2019-08-31,2020-09-30,0.0224415406,0.0797258660,64.2857142857,0.0000000000,0.0000000000,0.0000000000,0
2020-09-30,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,14,2019-08-31,2020-09-30,-0.0146226358,0.1055121308,28.5714285714,0.0000000000,0.0000000000,0.0000000000,0
2020-09-30,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,8,2020-02-29,2020-09-30,0.0761442867,0.0847092065,100.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-09-30,value_component,Value,0,INSUFFICIENT_HISTORY,14,2019-08-31,2020-09-30,-0.0422991096,0.1083101087,35.7142857143,0.0000000000,0.0000000000,0.0000000000,0
2020-09-30,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,14,2019-08-31,2020-09-30,-0.0180571510,0.0928104890,42.8571428571,0.0000000000,0.0000000000,0.0000000000,0
2020-10-31,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,15,2019-08-31,2020-10-31,0.0247349587,0.0760901414,66.6666666667,0.0000000000,0.0000000000,0.0000000000,0
2020-10-31,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,15,2019-08-31,2020-10-31,-0.0073312957,0.1027155017,33.3333333333,0.0000000000,0.0000000000,0.0000000000,0
2020-10-31,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,9,2020-02-29,2020-10-31,0.0551793201,0.0944320151,88.8888888889,0.0000000000,0.0000000000,0.0000000000,0
2020-10-31,value_component,Value,0,INSUFFICIENT_HISTORY,15,2019-08-31,2020-10-31,-0.0375122456,0.1039648948,40.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-10-31,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,15,2019-08-31,2020-10-31,-0.0170271963,0.0882581026,40.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-11-30,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,16,2019-08-31,2020-11-30,0.0252352023,0.0724802809,68.7500000000,0.0000000000,0.0000000000,0.0000000000,0
2020-11-30,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,16,2019-08-31,2020-11-30,-0.0049937148,0.0980916116,37.5000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-11-30,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,10,2020-02-29,2020-11-30,0.0495280824,0.0894117160,90.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2020-11-30,value_component,Value,0,INSUFFICIENT_HISTORY,16,2019-08-31,2020-11-30,-0.0291592197,0.1023862295,43.7500000000,0.0000000000,0.0000000000,0.0000000000,0
2020-11-30,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,16,2019-08-31,2020-11-30,-0.0135612248,0.0847450883,43.7500000000,0.0000000000,0.0000000000,0.0000000000,0
2020-12-31,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,17,2019-08-31,2020-12-31,0.0245117251,0.0691900227,70.5882352941,0.0000000000,0.0000000000,0.0000000000,0
2020-12-31,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,17,2019-08-31,2020-12-31,-0.0093427109,0.0946062012,35.2941176471,0.0000000000,0.0000000000,0.0000000000,0
2020-12-31,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,11,2020-02-29,2020-12-31,0.0733562652,0.1059712650,90.9090909091,0.0000000000,0.0000000000,0.0000000000,0
2020-12-31,value_component,Value,0,INSUFFICIENT_HISTORY,17,2019-08-31,2020-12-31,-0.0537917239,0.1252865743,41.1764705882,0.0000000000,0.0000000000,0.0000000000,0
2020-12-31,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,17,2019-08-31,2020-12-31,-0.0027930245,0.0878259207,47.0588235294,0.0000000000,0.0000000000,0.0000000000,0
2021-01-31,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,18,2019-08-31,2021-01-31,0.0138113041,0.0746719670,66.6666666667,0.0000000000,0.0000000000,0.0000000000,0
2021-01-31,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,18,2019-08-31,2021-01-31,-0.0117062259,0.0907303898,33.3333333333,0.0000000000,0.0000000000,0.0000000000,0
2021-01-31,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,12,2020-02-29,2021-01-31,0.0894974557,0.1096805421,91.6666666667,0.0000000000,0.0000000000,0.0000000000,0
2021-01-31,value_component,Value,0,INSUFFICIENT_HISTORY,18,2019-08-31,2021-01-31,-0.0627947849,0.1232332404,38.8888888889,0.0000000000,0.0000000000,0.0000000000,0
2021-01-31,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,18,2019-08-31,2021-01-31,-0.0128925534,0.0900917644,44.4444444444,0.0000000000,0.0000000000,0.0000000000,0
2021-02-28,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,19,2019-08-31,2021-02-28,0.0099906232,0.0725596756,63.1578947368,0.0000000000,0.0000000000,0.0000000000,0
2021-02-28,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,19,2019-08-31,2021-02-28,0.0030837841,0.0995822658,36.8421052632,0.0000000000,0.0000000000,0.0000000000,0
2021-02-28,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,13,2020-02-29,2021-02-28,0.0524619797,0.1492804288,84.6153846154,0.0000000000,0.0000000000,0.0000000000,0
2021-02-28,value_component,Value,0,INSUFFICIENT_HISTORY,19,2019-08-31,2021-02-28,-0.0304220538,0.1590607934,42.1052631579,0.0000000000,0.0000000000,0.0000000000,0
2021-02-28,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,19,2019-08-31,2021-02-28,-0.0081880242,0.0875981362,47.3684210526,0.0000000000,0.0000000000,0.0000000000,0
2021-03-31,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,20,2019-08-31,2021-03-31,0.0202126690,0.0774878105,65.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2021-03-31,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,20,2019-08-31,2021-03-31,0.0156277329,0.1042461471,40.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2021-03-31,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,14,2020-02-29,2021-03-31,0.0473100249,0.1423549965,85.7142857143,0.0000000000,0.0000000000,0.0000000000,0
2021-03-31,value_component,Value,0,INSUFFICIENT_HISTORY,20,2019-08-31,2021-03-31,-0.0130248786,0.1631525670,45.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2021-03-31,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,20,2019-08-31,2021-03-31,-0.0017023638,0.0866951873,50.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2021-04-30,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,21,2019-08-31,2021-04-30,0.0205982946,0.0743404029,66.6666666667,0.0000000000,0.0000000000,0.0000000000,0
2021-04-30,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,21,2019-08-31,2021-04-30,0.0021108393,0.1100184795,38.0952380952,0.0000000000,0.0000000000,0.0000000000,0
2021-04-30,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,15,2020-02-29,2021-04-30,0.0647908955,0.1454381563,86.6666666667,0.0000000000,0.0000000000,0.0000000000,0
2021-04-30,value_component,Value,0,INSUFFICIENT_HISTORY,21,2019-08-31,2021-04-30,-0.0305314750,0.1674017934,42.8571428571,0.0000000000,0.0000000000,0.0000000000,0
2021-04-30,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,21,2019-08-31,2021-04-30,-0.0097483492,0.0875301161,47.6190476190,0.0000000000,0.0000000000,0.0000000000,0
2021-05-31,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,22,2019-08-31,2021-05-31,0.0071842431,0.0849806193,63.6363636364,0.0000000000,0.0000000000,0.0000000000,0
2021-05-31,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,22,2019-08-31,2021-05-31,-0.0134604025,0.1184272071,36.3636363636,0.0000000000,0.0000000000,0.0000000000,0
2021-05-31,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,16,2020-02-29,2021-05-31,0.0659852630,0.1385563128,87.5000000000,0.0000000000,0.0000000000,0.0000000000,0
2021-05-31,value_component,Value,0,INSUFFICIENT_HISTORY,22,2019-08-31,2021-05-31,-0.0421118447,0.1655952130,40.9090909091,0.0000000000,0.0000000000,0.0000000000,0
2021-05-31,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,22,2019-08-31,2021-05-31,-0.0098412097,0.0840468833,45.4545454545,0.0000000000,0.0000000000,0.0000000000,0
2021-06-30,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,23,2019-08-31,2021-06-30,0.0066558971,0.0816928599,65.2173913043,0.0000000000,0.0000000000,0.0000000000,0
2021-06-30,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,23,2019-08-31,2021-06-30,-0.0139353157,0.1138286323,34.7826086957,0.0000000000,0.0000000000,0.0000000000,0
2021-06-30,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,17,2020-02-29,2021-06-30,0.0610247193,0.1331338629,88.2352941176,0.0000000000,0.0000000000,0.0000000000,0
2021-06-30,value_component,Value,0,INSUFFICIENT_HISTORY,23,2019-08-31,2021-06-30,-0.0491798660,0.1610359229,39.1304347826,0.0000000000,0.0000000000,0.0000000000,0
2021-06-30,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,23,2019-08-31,2021-06-30,-0.0124172506,0.0812702345,43.4782608696,0.0000000000,0.0000000000,0.0000000000,0
2021-07-31,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,24,2019-08-31,2021-07-31,0.0088388129,0.0789506861,66.6666666667,0.1119535919,0.0000000000,0.0000000000,0
2021-07-31,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,24,2019-08-31,2021-07-31,-0.0125932137,0.1095883287,37.5000000000,0.0000000000,0.0000000000,0.0000000000,0
2021-07-31,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,18,2020-02-29,2021-07-31,0.0563272227,0.1281320896,88.8888888889,0.0000000000,0.0000000000,0.0000000000,0
2021-07-31,value_component,Value,0,INSUFFICIENT_HISTORY,24,2019-08-31,2021-07-31,-0.0436056841,0.1561283350,41.6666666667,0.0000000000,0.0000000000,0.0000000000,0
2021-07-31,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,24,2019-08-31,2021-07-31,-0.0095716292,0.0788079374,45.8333333333,0.0000000000,0.0000000000,0.0000000000,0
2021-08-31,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,25,2019-08-31,2021-08-31,0.0157389927,0.0798489166,68.0000000000,0.1971096584,0.0000000000,0.0000000000,0
2021-08-31,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,25,2019-08-31,2021-08-31,-0.0066871528,0.1075515400,40.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2021-08-31,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,19,2020-02-29,2021-08-31,0.0563536977,0.1226167423,89.4736842105,0.0000000000,0.0000000000,0.0000000000,0
2021-08-31,value_component,Value,0,INSUFFICIENT_HISTORY,25,2019-08-31,2021-08-31,-0.0298774494,0.1579951589,44.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2021-08-31,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,25,2019-08-31,2021-08-31,-0.0081608426,0.0760234027,48.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2021-09-30,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,26,2019-08-31,2021-09-30,0.0170190719,0.0770487813,69.2307692308,0.2208869711,0.0000000000,0.0000000000,0
2021-09-30,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,26,2019-08-31,2021-09-30,0.0015052189,0.1076774154,42.3076923077,0.0139789659,0.0000000000,0.0000000000,0
2021-09-30,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,20,2020-02-29,2021-09-30,0.0374204960,0.1334903149,85.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2021-09-30,value_component,Value,0,INSUFFICIENT_HISTORY,26,2019-08-31,2021-09-30,-0.0182538772,0.1577844953,46.1538461538,0.0000000000,0.0000000000,0.0000000000,0
2021-09-30,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,26,2019-08-31,2021-09-30,-0.0029292262,0.0755903180,50.0000000000,0.0000000000,0.0000000000,0.0000000000,0
2021-10-31,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,27,2019-08-31,2021-10-31,0.0207409022,0.0754698735,70.3703703704,0.2748235980,0.0000000000,0.0000000000,0
2021-10-31,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,27,2019-08-31,2021-10-31,-0.0043508755,0.1059185443,40.7407407407,0.0000000000,0.0000000000,0.0000000000,0
2021-10-31,long_momentum_component,12-1 Momentum,0,INSUFFICIENT_HISTORY,21,2020-02-29,2021-10-31,0.0485320850,0.1334868247,85.7142857143,0.0000000000,0.0000000000,0.0000000000,0
2021-10-31,value_component,Value,0,INSUFFICIENT_HISTORY,27,2019-08-31,2021-10-31,-0.0252906978,0.1541881011,44.4444444444,0.0000000000,0.0000000000,0.0000000000,0
2021-10-31,short_reversal_component,Short Reversal,0,INSUFFICIENT_HISTORY,27,2019-08-31,2021-10-31,0.0015310336,0.0746182333,51.8518518519,0.0205182230,0.0000000000,0.0000000000,0
2021-11-30,turnover_stability_component,Turnover Stability,0,INSUFFICIENT_HISTORY,28,2019-08-31,2021-11-30,0.0160922072,0.0747256121,67.8571428571,0.2153506236,0.0000000000,0.0000000000,0
2021-11-30,low_risk_component,Low Risk,0,INSUFFICIENT_HISTORY,28,2019-08-31,2021-11-30,-0.0010745160,0.1028386303,42.8571428571,0.0000000000,0.0000000000,0.0000000000,0
